id		0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74
ACTN1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75163.84375	32751.341796875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTN4	0	0.0	0.0	584.7679443359381	2494.03369140625	7732.689453125	0.0	368.76492309570295	1693.93737792969	0.0	0.0	0.0	0.0	2849.34692382813	6394.560546875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10044.7607421875	1798.5754394531302	17917.6953125	6893.95751953125	0.0	4221.7119140625	4446.9111328125	0.0	0.0	0.0	0.0	33967.8359375	1638.4113769531302	1411.6076660156302	2459.39819335938	0.0	5493.23754882813	21080.7990722656	16767.730957031203	83820.66015625	29201.939453125	2872.533203125	19440.1640625	1222.63342285156	13084.1875	10539.818359375	0.0	0.0	0.0	0.0	0.0	0.0	12925.025390625	3193.81030273438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTN4	1	4.5650933866624715e-11	0.0	8.567306326619949e-10	0.0	1.1948577923401303e-08	0.0	1.6642336029495624e-07	0.0	2.3179784662059867e-06	0.0	3.228527516658886e-05	0.0	0.0004496758738660382	0.0	0.0062631769589579465	0.0	0.08723480155154523	0.0	1.2150240447626754	0.0	16.923101825125908	0.0	235.70840150700005	0.0	4526.191774575677	10627.617287991261	3866.1066766110043	0.0	205.4173588958456	0.0	0.0	79.08837516320574	0.0	1668.1732401159345	5431.542873341336	5452.170550009454	5168.930831383732	1751.894433087703	1723.3235297972487	3341.3682553970166	3570.6173190213617	2700.8410335302665	3039.4011187209567	4598.481439840237	5578.707825073287	14420.839120927532	0.0	88896.57273386743	233703.16257371288	112754.04571446063	0.0	3965.9746869945957	0.0	284.7441713353105	0.0	20.443711699752253	0.0	1.4677924612209912	0.0	0.10538275734162711	0.0	0.0075661415617886574	0.0	0.000543224523414094	0.0	3.9001766008658605e-05	0.0	2.8002007071266158e-06	0.0	2.0104389111399606e-07	0.0	1.441376846933031e-08	0.0	7.488674566283018e-10	0.0
ACTN4	2	1.3136663933572687e-24	0.0	1.8303868947524125e-23	0.0	2.5494049887198257e-22	0.0	3.55086311525953e-21	0.0	4.9457143114761593e-20	0.0	6.888491404914076e-19	0.0	9.594430823764958e-18	0.0	1.336331823922183e-16	0.0	1.8612701226673055e-15	0.0	2.592414853494997e-14	0.0	3.610768093666286e-13	0.0	5.0291511825978604e-12	0.0	7.004703974700374e-11	0.0	9.756294052754462e-10	0.0	1.3588764634109267e-08	0.0	1.8926707547238872e-07	0.0	2.636150291979362e-06	0.0	3.671683701223774e-05	0.0	0.0005113995678793642	0.0	0.007122877113298842	0.0	0.09920888001830264	0.0	1.3818014431429617	0.0	19.246011323982884	0.0	268.0623570926182	8092.865343792975	298183.8815518169	49058.28411465428	0.0	34.12787859660804	0.0	2.4502714407860324	0.0	0.1759215743966086	0.0	0.012630600766523517	0.0	0.0009068363347160156	0.0	6.510791950117655e-05	0.0	4.67453830043262e-06	0.0	3.356167049730414e-07	0.0	2.4095569189841555e-08	0.0	1.7212636847495662e-09	0.0	2.122396651971508e-12	0.0	0.0	0.0
ACTR1A	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8937.318359375	3218.43432617188	45843.794921875	64923.53515625	47399.2846679688	45255.0810546875	0.0	43829.9750976562	42639.9487304688	40050.8701171875	28586.1396484375	23758.8447265625	60531.6669921875	48171.39453125	33718.220703125	13812.537841796899	1313.07141113281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ACTR1A	1	0.0	2.072803421419328e-08	0.0	6.13646222201578e-07	0.0	8.570319076607898e-06	0.0	0.00011937082085030907	0.0	0.001662621172827719	0.0	0.02315732559873775	0.0	0.3225399372095008	0.0	4.492401795334275	0.0	62.57108519747034	0.0	928.9271730224117	6746.473671910223	10764.208187597747	37155.49567100598	56876.69001260321	28679.0433590595	51249.521953619806	23452.16876685256	25442.746758251706	4222.081153190031	22985.793088854094	0.0	416.6802424483617	0.0	29.91629541581028	0.0	2.1478933729787717	0.0	0.15421180589251673	0.0	0.011071909516462896	0.0	0.0007949273379638852	0.0	5.707321503149555e-05	0.0	4.0976724770526335e-06	0.0	2.941996472413319e-07	0.0	2.1122584326012344e-08	0.0	1.516533322840847e-09	0.0	1.088821937595212e-10	0.0	7.817389792449732e-12	0.0	5.612633347750985e-13	0.0	4.0296894401647545e-14	0.0	2.8931868479672105e-15	0.0	2.0772146989342e-16	0.0	1.4913730540668897e-17	0.0	1.070757675944596e-18	0.0	7.68769225554488e-20	0.0	5.519239831687068e-21	0.0	3.924350881701835e-22	0.0
AHCY	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5518.07006835938	6835.25756835938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1192.67651367188	3739.98217773438	0.0	0.0	0.0	0.0	2375.76586914063	38166.7109375	17747.138183593797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AHCY	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.95928297954974e-26	0.0	1.7645892129287087e-24	0.0	2.4614656151206426e-23	0.0	3.428405969039613e-22	0.0	4.7751537005042525e-21	0.0	6.650931121015557e-20	0.0	9.263552032416735e-19	0.0	1.2902463534173276e-17	0.0	1.797081342751842e-16	0.0	2.5030114163184052e-15	0.0	3.48624516941825e-14	0.0	4.855713123022366e-13	0.0
AHNAK	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.78915548324585	16554.0576171875	20341.1435546875	14970.53125	0.0	10825.0673828125	15101.8798828125	0.0	0.0	0.0	19258.64453125	20016.171875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AHNAK	1	1.390785241048676e-20	0.0	4.7961956139806595e-05	0.0	0.0006770481194710292	0.0	0.009430711716454595	0.0	0.1313529159108933	0.0	1.829510111036053	0.0	25.481788638593855	0.0	695.7860835310539	0.0	15442.59243374907	29662.098958813636	46137.9316567283	42978.46853520912	39889.862207282145	8168.759380052761	17099.156348212386	35894.79525257699	28924.666303644222	28736.591278789663	29862.793649491454	18506.978692807876	13195.842887989322	16980.371122101726	11933.941866659512	2539.16295649724	0.0	57.6996401129048	0.0	4.142647774372219	0.0	0.2974287283062766	0.0	0.02135442191565388	0.0	0.0015331785128778227	0.0	0.00011007726463562633	0.0	7.9031920209459e-06	0.0	5.67423657616286e-07	0.0	4.073918568210482e-08	0.0	2.9249419331813525e-09	0.0	2.1000138243412856e-10	0.0	1.5077420896447862e-11	0.0	1.0825101161414929e-12	0.0	7.772072953304263e-14	0.0	5.5800973211032896e-15	0.0	4.006329624034609e-16	0.0	2.876415254516372e-17	0.0	2.065173228831144e-18	0.0	1.4827265847230268e-19	0.0	1.0643989781094004e-20	0.0	7.431984630134259e-22	0.0
AHNAK	2	0.0	0.0	2.126185853908342e-06	0.0	6.118690401802941e-05	0.0	0.0008544904703985032	0.0	0.011901679681561021	0.0	0.1657690250714558	0.0	2.3088646713188203	0.0	32.158336373392025	0.0	475.36457149636817	2482.033693638274	1016.726681701359	0.0	0.0	1548.432610246548	8989.668070336746	30689.555557794207	41466.97992038773	11095.603781429621	29235.516732076772	33128.59583972475	21819.92780092324	0.0	646.0573273310955	0.0	46.38482915921065	0.0	3.330280897853695	0.0	0.23910341074107214	0.0	0.017166852521317104	0.0	0.001232524557367299	0.0	8.849128182507989e-05	0.0	6.3533881838202845e-06	0.0	4.561527484040457e-07	0.0	3.2750293836358866e-08	0.0	2.351365304978469e-09	0.0	1.688204333396962e-10	0.0	1.2120761777278928e-11	0.0	8.702315422087053e-13	0.0	6.247981364294692e-14	0.0	4.4858487925517595e-15	0.0	3.220694527777238e-16	0.0	2.3123546336374155e-17	0.0	1.6601959315146026e-18	0.0	1.1919670483063866e-19	0.0	8.557936114339443e-21	0.0	6.14400770113545e-22	0.0	4.367466725018788e-23
AIFM1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2504.6298828125	5056.38830566406	7033.94970703125	14004.0649414062	11553.0024414062	9597.86279296875	8192.44116210938	0.0	12439.453125	13854.079833984399	11068.5405273438	11798.044921875	7450.53515625	0.0	10626.80859375	14406.2099609375	10832.222167968801	15132.87109375	0.0	16042.1416015625	14327.20703125	24536.8154296875	15901.7138671875	15734.5727539062	18452.21484375	22326.357421875	15974.6240234375	22276.1845703125	18359.59765625	21948.345703125	15241.3666992188	27015.3046875	21506.072265625	20591.28515625	38387.025390625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5545.28173828125	3996.40771484375	7954.81640625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIFM1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7526604424430515e-12	0.0	7.317007999849134e-11	0.0	1.0196284595364363e-09	0.0	1.4201628353511614e-08	0.0	1.9780316848962622e-07	0.0	2.7550427305012543e-06	0.0	3.8372795058527916e-05	0.0	0.00053446408808889	0.0	0.007444124438185935	0.0	0.10368327804651417	0.0	1.4441217682130132	0.0	20.114021476935676	0.0	2355.834246018999	5861.112148657937	420.289633165914	0.0	119.9784398538747	0.0	6902.3193219206605	7664.41930155654	147.5488458937241	7481.266483541902	18939.793448065444	15625.508720078607	7890.398189193678	363.03319239884775	0.0	25.690495296642354	0.0	1.8444945749463488	0.0	0.13242875260651757	0.0	0.009507961544900002	0.0	0.0006827090220823593	0.0	4.996476425303275e-05	0.0	1.6797677460099827e-05	0.0	0.00018520272018836476	0.0	0.0025760404051770065	0.0	0.03587936295228972	0.0	0.49973504092687904	0.0	6.96041121002402	0.0
AIMP1	0	11493.700927734399	6510.46875	0.0	0.0	5092.095703125	4345.49755859375	4710.52880859375	0.0	0.0	0.0	0.0	0.0	12424.413330078101	10157.4747314453	12633.503662109399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AIMP1	1	92377.78906250006	4216.306640624998	0.0	0.0	0.0	4.793697742611659e-13	1.941823582996702e-12	7475.168945312501	17776.144287109404	14164.025146484402	25324.34375	21525.868408203107	23516.159667968794	33462.11279296881	19254.958251953103	22360.723632812507	9701.900390625	16252.3271484375	10035.590454101603	5846.459960937501	5967.785644531252	1.1004702569887234e-12	8394.654296875002	8078.496948242191	4698.31640625	4.807226999357369e-14	0.0	0.0	0.0	0.0	1.5089274769211082e-16	5.2264981701787223e-17	1.648231978770743e-17	7.790031590198673e-18	8.21390961599926e-19	1.45897048626594e-19	5.191751317109468e-20	1.0657066008376447e-20	2.4394952560169228e-21	1.255019384726445e-22	7.605186468594412e-23	2.6894300912850335e-23	1.9857362350699364e-23	8.240764522946549e-24	0.0	3.299683832193501e-25	0.0	4.170370579418317e-27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.097048868578996e-32	0.0	0.0	4.3082967733502525e-33	2.767116491318577e-34	4.107947118937048e-34	9.631741382371045e-35	0.0	0.0	8.242092707146533e-37	2.6623087524839873e-37	6.2187850656749e-38	0.0	1.3554841620510492e-40	7.12318702771477e-40	1.8350139015968382e-40	0.0	0.0	1.613057258235297e-40
AIMP1	2	2.4041111186237213e-17	2.4041111186237213e-17	0.0	0.11560913629281949	0.0	1.6267731727516177	0.0	22.65921528222982	0.0	2117.4147359763133	13996.781059682873	20315.756265066157	21964.077334230828	23064.421262701788	31723.572219118443	12464.347753658203	23167.903462443468	26238.291536883822	3320.716484131954	1960.9885698261469	1399.7229285454796	0.0	251.3531257508659	0.0	6394.906306669006	7881.17757217306	1133.7556637571606	0.0	75.28002348286722	0.0	5.404862510853681	0.0	0.38805166908429495	0.0	0.027860856326449444	0.0	0.002000319485997214	0.0	0.00014361647751155368	0.0	1.0311199164539543e-05	0.0	7.403107919998077e-07	0.0	5.315192345776561e-08	0.0	3.81613640891096e-09	0.0	2.739862669878256e-10	0.0	1.967132891859777e-11	0.0	1.412337872543281e-12	0.0	1.0140129700816721e-13	0.0	7.280285571060086e-15	0.0	5.227009866739338e-16	0.0	3.7528242374992564e-17	0.0	2.6944065759622196e-18	0.0	1.934496884784878e-19	0.0	1.3889062736611284e-20	0.0	9.97189834070228e-22	0.0	7.159494037190545e-23	0.0	5.139331136447952e-24	0.0	3.556955383658922e-25
AIMP2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4871.05065917969	8306.03173828125	1743.42102813721	7183.63623046875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALB	0	13749.8994140625	351.548706054688	0.0	2470.32861328125	2619.51391601563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ALB	1	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	6.698526685811412e-23	0.0	3.186038016026467e-07	0.0	4.511879067964754e-06	0.0	6.284770314990393e-05	0.0	0.0008753559650306903	0.0	0.01219213580727976	0.0	0.16981454533688595	0.0	2.365211498909123	0.0	32.94314643939084	0.0	674.0200513212283	1347.6237210899058	664.7032923064907	0.0	4125.64175720669	5642.265670163837	0.0	5790.39381897688	35762.31794583089	18587.331784782207	0.0	1098.9678629849118	0.0	78.81464993434858	0.0	4.437236095967993	3.0640271237071666	0.0	63.70935123947947	0.0	888.8668902290055	0.0	12380.427111966597	0.0
