protA	protB	qvalues
WDR77	PSMB1	0.0
WDR92	PSMB1	0.0
WRNIP1	PSMB1	0.0
XPNPEP1	PSMB1	0.0
XRCC5	PSMB1	0.0
XRCC6	PSMB1	0.0
YBX1	PSMB1	0.0
ZNF326	PSMB1	0.0
PSMB2	PSMB2	0.0
PSMB5	PSMB2	0.0
PSMB6	PSMB2	0.0
PSMC1	PSMB2	0.0
PSMC2	PSMB2	0.0
PSMC3	PSMB2	0.0
PSMC4	PSMB2	0.0
PSMC5	PSMB2	0.0
PSMC6	PSMB2	0.0
PSMD1	PSMB2	0.0
PSMD11	PSMB2	0.0
PSMD12	PSMB2	0.0
PSMD13	PSMB2	0.0
PSMD14	PSMB2	0.0
PSMD2	PSMB2	0.0
PSMD3	PSMB2	0.0
PSMD4	PSMB2	0.0
PSMD6	PSMB2	0.0
PSMD7	PSMB2	0.0
PSMD8	PSMB2	0.0
PTBP1	PSMB2	0.0
PTCD3	PSMB2	0.0
QARS	PSMB2	0.0
RACK1	PSMB2	0.0
RAD50	PSMB2	0.0
RALY	PSMB2	0.0
RAN	PSMB2	0.0
RANBP1	PSMB2	0.0
RANBP2	PSMB2	0.0
RANBP9	PSMB2	0.0
RANGAP1	PSMB2	0.0
RARS	PSMB2	0.0
RBM25	PSMB2	0.0
RBM39	PSMB2	0.0
RBMX	PSMB2	0.0
RNPS1	PSMB2	0.0
RPAP3	PSMB2	0.0
RPL11	PSMB2	0.0
RPL19	PSMB2	0.0
RPL22	PSMB2	0.0
RPL23	PSMB2	0.0
RPL27A	PSMB2	0.0
RPL3	PSMB2	0.0
RPLP0	PSMB2	0.0
RPN1	PSMB2	0.0
RPN2	PSMB2	0.0
RPS10	PSMB2	0.0
RPS11	PSMB2	0.0
RPS14	PSMB2	0.0
RPS15A	PSMB2	0.0
RPS16	PSMB2	0.0
RPS18	PSMB2	0.0
RPS19	PSMB2	0.0
RPS2	PSMB2	0.0
RPS20	PSMB2	0.0
RPS24	PSMB2	0.0
RPS25	PSMB2	0.0
RPS26	PSMB2	0.0
RPS27	PSMB2	0.0
RPS3	PSMB2	0.0
RPS3A	PSMB2	0.0
RPS4X	PSMB2	0.0
RPS5	PSMB2	0.0
RPS7	PSMB2	0.0
RPS9	PSMB2	0.0
RUVBL1	PSMB2	0.0
RUVBL2	PSMB2	0.0
SAFB	PSMB2	0.0
SDHA	PSMB2	0.0
SEC61A1	PSMB2	0.0
SET	PSMB2	0.0
SF3A1	PSMB2	0.0
SF3A3	PSMB2	0.0
SF3B1	PSMB2	0.0
SF3B2	PSMB2	0.0
SF3B3	PSMB2	0.0
SF3B6	PSMB2	0.0
SFPQ	PSMB2	0.0
SHMT2	PSMB2	0.0
SLC16A1	PSMB2	0.0
SLC1A5	PSMB2	0.0
SLC25A1	PSMB2	0.0
SLC25A3	PSMB2	0.0
SLC25A5	PSMB2	0.0
SLC25A6	PSMB2	0.0
SLC3A2	PSMB2	0.0
SLMAP	PSMB2	0.0
SMARCA4	PSMB2	0.0
SMARCC2	PSMB2	0.0
SMARCE1	PSMB2	0.0
SMC1A	PSMB2	0.0
SMC2	PSMB2	0.0
SMC4	PSMB2	0.0
SMCHD1	PSMB2	0.0
SNAP23	PSMB2	0.0
SNRNP200	PSMB2	0.0
SNRNP40	PSMB2	0.0
SNRNP70	PSMB2	0.0
SNRPA	PSMB2	0.0
SNRPA1	PSMB2	0.0
SNRPD1	PSMB2	0.0
SNRPD2	PSMB2	0.0
SNRPD3	PSMB2	0.0
SNRPE	PSMB2	0.0
SPTAN1	PSMB2	0.0
SPTBN1	PSMB2	0.0
SRRT	PSMB2	0.0
SRSF3	PSMB2	0.0
SRSF4	PSMB2	0.0
SRSF6	PSMB2	0.0
SRSF7	PSMB2	0.0
SSB	PSMB2	0.0
SSBP1	PSMB2	0.0
STAT3	PSMB2	0.0
STOML2	PSMB2	0.0
SYNCRIP	PSMB2	0.0
TCP1	PSMB2	0.0
TECR	PSMB2	0.0
TFRC	PSMB2	0.0
TIMM50	PSMB2	0.0
TLN1	PSMB2	0.0
TNPO1	PSMB2	0.0
TPI1	PSMB2	0.0
TPM3	PSMB2	0.0
TPM4	PSMB2	0.0
TPR	PSMB2	0.0
TRA2A	PSMB2	0.0
TRA2B	PSMB2	0.0
TRAP1	PSMB2	0.0
TRIM28	PSMB2	0.0
TUBA1B	PSMB2	0.0
TUBB	PSMB2	0.0
TUBB2B	PSMB2	0.0
TUBB4B	PSMB2	0.0
TUBB6	PSMB2	0.0
TUFM	PSMB2	0.0
U2AF2	PSMB2	0.0
UBA1	PSMB2	0.0
UBA2	PSMB2	0.0
UBR4	PSMB2	0.0
UGGT1	PSMB2	0.0
URI1	PSMB2	0.0
USO1	PSMB2	0.0
UXT	PSMB2	0.0
VARS	PSMB2	0.0
VCL	PSMB2	0.0
VDAC1	PSMB2	0.0
VDAC2	PSMB2	0.0
VIM	PSMB2	0.0
VPS26A	PSMB2	0.0
VPS35	PSMB2	0.0
WARS	PSMB2	0.0
WDR1	PSMB2	0.0
WDR77	PSMB2	0.0
WDR92	PSMB2	0.0
WRNIP1	PSMB2	0.0
XPNPEP1	PSMB2	0.0
XRCC5	PSMB2	0.0
XRCC6	PSMB2	0.0
YBX1	PSMB2	0.0
ZNF326	PSMB2	0.0
PSMB5	PSMB5	0.0
PSMB6	PSMB5	0.0
PSMC1	PSMB5	0.0
PSMC2	PSMB5	0.0
PSMC3	PSMB5	0.0
PSMC4	PSMB5	0.0
PSMC5	PSMB5	0.0
PSMC6	PSMB5	0.0
PSMD1	PSMB5	0.0
PSMD11	PSMB5	0.0
PSMD12	PSMB5	0.0
PSMD13	PSMB5	0.0
PSMD14	PSMB5	0.0
PSMD2	PSMB5	0.0
PSMD3	PSMB5	0.0
PSMD4	PSMB5	0.0
PSMD6	PSMB5	0.0
PSMD7	PSMB5	0.0
PSMD8	PSMB5	0.0
PTBP1	PSMB5	0.0
PTCD3	PSMB5	0.0
QARS	PSMB5	0.0
RACK1	PSMB5	0.0
RAD50	PSMB5	0.0
RALY	PSMB5	0.0
RAN	PSMB5	0.0
RANBP1	PSMB5	0.0
RANBP2	PSMB5	0.0
RANBP9	PSMB5	0.0
RANGAP1	PSMB5	0.0
RARS	PSMB5	0.0
RBM25	PSMB5	0.0
RBM39	PSMB5	0.0
RBMX	PSMB5	0.0
RNPS1	PSMB5	0.0
RPAP3	PSMB5	0.0
RPL11	PSMB5	0.0
RPL19	PSMB5	0.0
RPL22	PSMB5	0.0
RPL23	PSMB5	0.0
RPL27A	PSMB5	0.0
RPL3	PSMB5	0.0
RPLP0	PSMB5	0.0
RPN1	PSMB5	0.0
RPN2	PSMB5	0.0
RPS10	PSMB5	0.0
RPS11	PSMB5	0.0
RPS14	PSMB5	0.0
RPS15A	PSMB5	0.0
RPS16	PSMB5	0.0
RPS18	PSMB5	0.0
RPS19	PSMB5	0.0
RPS2	PSMB5	0.0
RPS20	PSMB5	0.0
RPS24	PSMB5	0.0
RPS25	PSMB5	0.0
RPS26	PSMB5	0.0
RPS27	PSMB5	0.0
RPS3	PSMB5	0.0
RPS3A	PSMB5	0.0
RPS4X	PSMB5	0.0
RPS5	PSMB5	0.0
RPS7	PSMB5	0.0
RPS9	PSMB5	0.0
RUVBL1	PSMB5	0.0
RUVBL2	PSMB5	0.0
SAFB	PSMB5	0.0
SDHA	PSMB5	0.0
SEC61A1	PSMB5	0.0
SET	PSMB5	0.0
SF3A1	PSMB5	0.0
SF3A3	PSMB5	0.0
SF3B1	PSMB5	0.0
SF3B2	PSMB5	0.0
SF3B3	PSMB5	0.0
SF3B6	PSMB5	0.0
SFPQ	PSMB5	0.0
SHMT2	PSMB5	0.0
SLC16A1	PSMB5	0.0
SLC1A5	PSMB5	0.0
SLC25A1	PSMB5	0.0
SLC25A3	PSMB5	0.0
SLC25A5	PSMB5	0.0
SLC25A6	PSMB5	0.0
SLC3A2	PSMB5	0.0
SLMAP	PSMB5	0.0
SMARCA4	PSMB5	0.0
SMARCC2	PSMB5	0.0
SMARCE1	PSMB5	0.0
SMC1A	PSMB5	0.0
SMC2	PSMB5	0.0
SMC4	PSMB5	0.0
SMCHD1	PSMB5	0.0
SNAP23	PSMB5	0.0
SNRNP200	PSMB5	0.0
SNRNP40	PSMB5	0.0
SNRNP70	PSMB5	0.0
SNRPA	PSMB5	0.0
SNRPA1	PSMB5	0.0
SNRPD1	PSMB5	0.0
SNRPD2	PSMB5	0.0
SNRPD3	PSMB5	0.0
SNRPE	PSMB5	0.0
SPTAN1	PSMB5	0.0
SPTBN1	PSMB5	0.0
SRRT	PSMB5	0.0
SRSF3	PSMB5	0.0
SRSF4	PSMB5	0.0
SRSF6	PSMB5	0.0
SRSF7	PSMB5	0.0
SSB	PSMB5	0.0
SSBP1	PSMB5	0.0
STAT3	PSMB5	0.0
STOML2	PSMB5	0.0
SYNCRIP	PSMB5	0.0
TCP1	PSMB5	0.0
TECR	PSMB5	0.0
TFRC	PSMB5	0.0
TIMM50	PSMB5	0.0
TLN1	PSMB5	0.0
TNPO1	PSMB5	0.0
TPI1	PSMB5	0.0
TPM3	PSMB5	0.0
TPM4	PSMB5	0.0
TPR	PSMB5	0.0
TRA2A	PSMB5	0.0
TRA2B	PSMB5	0.0
TRAP1	PSMB5	0.0
TRIM28	PSMB5	0.0
TUBA1B	PSMB5	0.0
TUBB	PSMB5	0.0
TUBB2B	PSMB5	0.0
TUBB4B	PSMB5	0.0
TUBB6	PSMB5	0.0
TUFM	PSMB5	0.0
U2AF2	PSMB5	0.0
UBA1	PSMB5	0.0
UBA2	PSMB5	0.0
UBR4	PSMB5	0.0
UGGT1	PSMB5	0.0
URI1	PSMB5	0.0
USO1	PSMB5	0.0
UXT	PSMB5	0.0
VARS	PSMB5	0.0
VCL	PSMB5	0.0
VDAC1	PSMB5	0.0
VDAC2	PSMB5	0.0
VIM	PSMB5	0.0
VPS26A	PSMB5	0.0
VPS35	PSMB5	0.0
WARS	PSMB5	0.0
WDR1	PSMB5	0.0
WDR77	PSMB5	0.0
WDR92	PSMB5	0.0
WRNIP1	PSMB5	0.0
XPNPEP1	PSMB5	0.0
XRCC5	PSMB5	0.0
XRCC6	PSMB5	0.0
YBX1	PSMB5	0.0
ZNF326	PSMB5	0.0
PSMB6	PSMB6	0.0
PSMC1	PSMB6	0.0
PSMC2	PSMB6	0.0
PSMC3	PSMB6	0.0
PSMC4	PSMB6	0.0
PSMC5	PSMB6	0.0
PSMC6	PSMB6	0.0
PSMD1	PSMB6	0.0
PSMD11	PSMB6	0.0
PSMD12	PSMB6	0.0
PSMD13	PSMB6	0.0
PSMD14	PSMB6	0.0
PSMD2	PSMB6	0.0
PSMD3	PSMB6	0.0
PSMD4	PSMB6	0.0
PSMD6	PSMB6	0.0
PSMD7	PSMB6	0.0
PSMD8	PSMB6	0.0
PTBP1	PSMB6	0.0
PTCD3	PSMB6	0.0
QARS	PSMB6	0.0
RACK1	PSMB6	0.0
RAD50	PSMB6	0.0
RALY	PSMB6	0.0
RAN	PSMB6	0.0
RANBP1	PSMB6	0.0
RANBP2	PSMB6	0.0
RANBP9	PSMB6	0.0
RANGAP1	PSMB6	0.0
RARS	PSMB6	0.0
RBM25	PSMB6	0.0
RBM39	PSMB6	0.0
RBMX	PSMB6	0.0
RNPS1	PSMB6	0.0
RPAP3	PSMB6	0.0
RPL11	PSMB6	0.0
RPL19	PSMB6	0.0
RPL22	PSMB6	0.0
RPL23	PSMB6	0.0
RPL27A	PSMB6	0.0
RPL3	PSMB6	0.0
RPLP0	PSMB6	0.0
RPN1	PSMB6	0.0
RPN2	PSMB6	0.0
RPS10	PSMB6	0.0
RPS11	PSMB6	0.0
RPS14	PSMB6	0.0
RPS15A	PSMB6	0.0
RPS16	PSMB6	0.0
RPS18	PSMB6	0.0
RPS19	PSMB6	0.0
RPS2	PSMB6	0.0
RPS20	PSMB6	0.0
RPS24	PSMB6	0.0
RPS25	PSMB6	0.0
RPS26	PSMB6	0.0
RPS27	PSMB6	0.0
RPS3	PSMB6	0.0
RPS3A	PSMB6	0.0
RPS4X	PSMB6	0.0
RPS5	PSMB6	0.0
RPS7	PSMB6	0.0
RPS9	PSMB6	0.0
RUVBL1	PSMB6	0.0
RUVBL2	PSMB6	0.0
SAFB	PSMB6	0.0
SDHA	PSMB6	0.0
SEC61A1	PSMB6	0.0
SET	PSMB6	0.0
SF3A1	PSMB6	0.0
SF3A3	PSMB6	0.0
SF3B1	PSMB6	0.0
SF3B2	PSMB6	0.0
SF3B3	PSMB6	0.0
SF3B6	PSMB6	0.0
SFPQ	PSMB6	0.0
SHMT2	PSMB6	0.0
SLC16A1	PSMB6	0.0
SLC1A5	PSMB6	0.0
SLC25A1	PSMB6	0.0
SLC25A3	PSMB6	0.0
SLC25A5	PSMB6	0.0
SLC25A6	PSMB6	0.0
SLC3A2	PSMB6	0.0
SLMAP	PSMB6	0.0
SMARCA4	PSMB6	0.0
SMARCC2	PSMB6	0.0
SMARCE1	PSMB6	0.0
SMC1A	PSMB6	0.0
SMC2	PSMB6	0.0
SMC4	PSMB6	0.0
SMCHD1	PSMB6	0.0
SNAP23	PSMB6	0.0
SNRNP200	PSMB6	0.0
SNRNP40	PSMB6	0.0
SNRNP70	PSMB6	0.0
SNRPA	PSMB6	0.0
SNRPA1	PSMB6	0.0
SNRPD1	PSMB6	0.0
SNRPD2	PSMB6	0.0
SNRPD3	PSMB6	0.0
SNRPE	PSMB6	0.0
SPTAN1	PSMB6	0.0
SPTBN1	PSMB6	0.0
SRRT	PSMB6	0.0
SRSF3	PSMB6	0.0
SRSF4	PSMB6	0.0
SRSF6	PSMB6	0.0
SRSF7	PSMB6	0.0
SSB	PSMB6	0.0
SSBP1	PSMB6	0.0
STAT3	PSMB6	0.0
STOML2	PSMB6	0.0
SYNCRIP	PSMB6	0.0
TCP1	PSMB6	0.0
TECR	PSMB6	0.0
TFRC	PSMB6	0.0
TIMM50	PSMB6	0.0
TLN1	PSMB6	0.0
TNPO1	PSMB6	0.0
TPI1	PSMB6	0.0
TPM3	PSMB6	0.0
TPM4	PSMB6	0.0
TPR	PSMB6	0.0
TRA2A	PSMB6	0.0
TRA2B	PSMB6	0.0
TRAP1	PSMB6	0.0
TRIM28	PSMB6	0.0
TUBA1B	PSMB6	0.0
TUBB	PSMB6	0.0
TUBB2B	PSMB6	0.0
TUBB4B	PSMB6	0.0
TUBB6	PSMB6	0.0
TUFM	PSMB6	0.0
U2AF2	PSMB6	0.0
UBA1	PSMB6	0.0
UBA2	PSMB6	0.0
UBR4	PSMB6	0.0
UGGT1	PSMB6	0.0
URI1	PSMB6	0.0
USO1	PSMB6	0.0
UXT	PSMB6	0.0
VARS	PSMB6	0.0
VCL	PSMB6	0.0
VDAC1	PSMB6	0.0
VDAC2	PSMB6	0.0
VIM	PSMB6	0.0
VPS26A	PSMB6	0.0
VPS35	PSMB6	0.0
WARS	PSMB6	0.0
WDR1	PSMB6	0.0
WDR77	PSMB6	0.0
WDR92	PSMB6	0.0
WRNIP1	PSMB6	0.0
XPNPEP1	PSMB6	0.0
XRCC5	PSMB6	0.0
XRCC6	PSMB6	0.0
YBX1	PSMB6	0.0
ZNF326	PSMB6	0.0
PSMC1	PSMC1	0.0
PSMC2	PSMC1	0.0
PSMC3	PSMC1	0.0
PSMC4	PSMC1	0.0
PSMC5	PSMC1	0.0
PSMC6	PSMC1	0.0
PSMD1	PSMC1	0.0
PSMD11	PSMC1	0.0
PSMD12	PSMC1	0.0
PSMD13	PSMC1	0.0
PSMD14	PSMC1	0.0
PSMD2	PSMC1	0.0
PSMD3	PSMC1	0.0
PSMD4	PSMC1	0.0
PSMD6	PSMC1	0.0
PSMD7	PSMC1	0.0
PSMD8	PSMC1	0.0
PTBP1	PSMC1	0.0
PTCD3	PSMC1	0.0
QARS	PSMC1	0.0
RACK1	PSMC1	0.0
RAD50	PSMC1	0.0
RALY	PSMC1	0.0
RAN	PSMC1	0.0
RANBP1	PSMC1	0.0
RANBP2	PSMC1	0.0
RANBP9	PSMC1	0.0
RANGAP1	PSMC1	0.0
RARS	PSMC1	0.0
RBM25	PSMC1	0.0
RBM39	PSMC1	0.0
RBMX	PSMC1	0.0
RNPS1	PSMC1	0.0
RPAP3	PSMC1	0.0
RPL11	PSMC1	0.0
RPL19	PSMC1	0.0
RPL22	PSMC1	0.0
RPL23	PSMC1	0.0
RPL27A	PSMC1	0.0
RPL3	PSMC1	0.0
RPLP0	PSMC1	0.0
RPN1	PSMC1	0.0
RPN2	PSMC1	0.0
RPS10	PSMC1	0.0
RPS11	PSMC1	0.0
RPS14	PSMC1	0.0
RPS15A	PSMC1	0.0
RPS16	PSMC1	0.0
RPS18	PSMC1	0.0
RPS19	PSMC1	0.0
RPS2	PSMC1	0.0
RPS20	PSMC1	0.0
RPS24	PSMC1	0.0
RPS25	PSMC1	0.0
RPS26	PSMC1	0.0
RPS27	PSMC1	0.0
RPS3	PSMC1	0.0
RPS3A	PSMC1	0.0
RPS4X	PSMC1	0.0
RPS5	PSMC1	0.0
RPS7	PSMC1	0.0
RPS9	PSMC1	0.0
RUVBL1	PSMC1	0.0
RUVBL2	PSMC1	0.0
SAFB	PSMC1	0.0
SDHA	PSMC1	0.0
SEC61A1	PSMC1	0.0
SET	PSMC1	0.0
SF3A1	PSMC1	0.0
SF3A3	PSMC1	0.0
SF3B1	PSMC1	0.0
SF3B2	PSMC1	0.0
SF3B3	PSMC1	0.0
SF3B6	PSMC1	0.0
SFPQ	PSMC1	0.0
SHMT2	PSMC1	0.0
SLC16A1	PSMC1	0.0
SLC1A5	PSMC1	0.0
SLC25A1	PSMC1	0.0
SLC25A3	PSMC1	0.0
SLC25A5	PSMC1	0.0
SLC25A6	PSMC1	0.0
SLC3A2	PSMC1	0.0
SLMAP	PSMC1	0.0
SMARCA4	PSMC1	0.0
SMARCC2	PSMC1	0.0
SMARCE1	PSMC1	0.0
SMC1A	PSMC1	0.0
SMC2	PSMC1	0.0
SMC4	PSMC1	0.0
SMCHD1	PSMC1	0.0
SNAP23	PSMC1	0.0
SNRNP200	PSMC1	0.0
SNRNP40	PSMC1	0.0
SNRNP70	PSMC1	0.0
SNRPA	PSMC1	0.0
SNRPA1	PSMC1	0.0
SNRPD1	PSMC1	0.0
SNRPD2	PSMC1	0.0
SNRPD3	PSMC1	0.0
SNRPE	PSMC1	0.0
SPTAN1	PSMC1	0.0
SPTBN1	PSMC1	0.0
SRRT	PSMC1	0.0
SRSF3	PSMC1	0.0
SRSF4	PSMC1	0.0
SRSF6	PSMC1	0.0
SRSF7	PSMC1	0.0
SSB	PSMC1	0.0
SSBP1	PSMC1	0.0
STAT3	PSMC1	0.0
STOML2	PSMC1	0.0
SYNCRIP	PSMC1	0.0
TCP1	PSMC1	0.0
TECR	PSMC1	0.0
TFRC	PSMC1	0.0
TIMM50	PSMC1	0.0
TLN1	PSMC1	0.0
TNPO1	PSMC1	0.0
TPI1	PSMC1	0.0
TPM3	PSMC1	0.0
TPM4	PSMC1	0.0
TPR	PSMC1	0.0
TRA2A	PSMC1	0.0
TRA2B	PSMC1	0.0
TRAP1	PSMC1	0.0
TRIM28	PSMC1	0.0
TUBA1B	PSMC1	0.0
TUBB	PSMC1	0.0
TUBB2B	PSMC1	0.0
TUBB4B	PSMC1	0.0
TUBB6	PSMC1	0.0
TUFM	PSMC1	0.0
U2AF2	PSMC1	0.0
UBA1	PSMC1	0.0
UBA2	PSMC1	0.0
UBR4	PSMC1	0.0
UGGT1	PSMC1	0.0
URI1	PSMC1	0.0
USO1	PSMC1	0.0
UXT	PSMC1	0.0
VARS	PSMC1	0.0
VCL	PSMC1	0.0
VDAC1	PSMC1	0.0
VDAC2	PSMC1	0.0
VIM	PSMC1	0.0
VPS26A	PSMC1	0.0
VPS35	PSMC1	0.0
WARS	PSMC1	0.0
WDR1	PSMC1	0.0
WDR77	PSMC1	0.0
WDR92	PSMC1	0.0
WRNIP1	PSMC1	0.0
XPNPEP1	PSMC1	0.0
XRCC5	PSMC1	0.0
XRCC6	PSMC1	0.0
YBX1	PSMC1	0.0
ZNF326	PSMC1	0.0
PSMC2	PSMC2	0.0
PSMC3	PSMC2	0.0
PSMC4	PSMC2	0.0
PSMC5	PSMC2	0.0
PSMC6	PSMC2	0.0
PSMD1	PSMC2	0.0
PSMD11	PSMC2	0.0
PSMD12	PSMC2	0.0
PSMD13	PSMC2	0.0
PSMD14	PSMC2	0.0
PSMD2	PSMC2	0.0
PSMD3	PSMC2	0.0
PSMD4	PSMC2	0.0
PSMD6	PSMC2	0.0
PSMD7	PSMC2	0.0
PSMD8	PSMC2	0.0
PTBP1	PSMC2	0.0
PTCD3	PSMC2	0.0
QARS	PSMC2	0.0
RACK1	PSMC2	0.0
RAD50	PSMC2	0.0
RALY	PSMC2	0.0
RAN	PSMC2	0.0
RANBP1	PSMC2	0.0
RANBP2	PSMC2	0.0
RANBP9	PSMC2	0.0
RANGAP1	PSMC2	0.0
RARS	PSMC2	0.0
RBM25	PSMC2	0.0
RBM39	PSMC2	0.0
RBMX	PSMC2	0.0
RNPS1	PSMC2	0.0
RPAP3	PSMC2	0.0
RPL11	PSMC2	0.0
RPL19	PSMC2	0.0
RPL22	PSMC2	0.0
RPL23	PSMC2	0.0
RPL27A	PSMC2	0.0
RPL3	PSMC2	0.0
RPLP0	PSMC2	0.0
RPN1	PSMC2	0.0
RPN2	PSMC2	0.0
RPS10	PSMC2	0.0
RPS11	PSMC2	0.0
RPS14	PSMC2	0.0
RPS15A	PSMC2	0.0
RPS16	PSMC2	0.0
RPS18	PSMC2	0.0
RPS19	PSMC2	0.0
RPS2	PSMC2	0.0
RPS20	PSMC2	0.0
RPS24	PSMC2	0.0
RPS25	PSMC2	0.0
RPS26	PSMC2	0.0
RPS27	PSMC2	0.0
RPS3	PSMC2	0.0
RPS3A	PSMC2	0.0
RPS4X	PSMC2	0.0
RPS5	PSMC2	0.0
RPS7	PSMC2	0.0
RPS9	PSMC2	0.0
RUVBL1	PSMC2	0.0
RUVBL2	PSMC2	0.0
SAFB	PSMC2	0.0
SDHA	PSMC2	0.0
SEC61A1	PSMC2	0.0
SET	PSMC2	0.0
SF3A1	PSMC2	0.0
SF3A3	PSMC2	0.0
SF3B1	PSMC2	0.0
SF3B2	PSMC2	0.0
SF3B3	PSMC2	0.0
SF3B6	PSMC2	0.0
SFPQ	PSMC2	0.0
SHMT2	PSMC2	0.0
SLC16A1	PSMC2	0.0
SLC1A5	PSMC2	0.0
SLC25A1	PSMC2	0.0
SLC25A3	PSMC2	0.0
SLC25A5	PSMC2	0.0
SLC25A6	PSMC2	0.0
SLC3A2	PSMC2	0.0
SLMAP	PSMC2	0.0
SMARCA4	PSMC2	0.0
SMARCC2	PSMC2	0.0
SMARCE1	PSMC2	0.0
SMC1A	PSMC2	0.0
SMC2	PSMC2	0.0
SMC4	PSMC2	0.0
SMCHD1	PSMC2	0.0
SNAP23	PSMC2	0.0
SNRNP200	PSMC2	0.0
SNRNP40	PSMC2	0.0
SNRNP70	PSMC2	0.0
SNRPA	PSMC2	0.0
SNRPA1	PSMC2	0.0
SNRPD1	PSMC2	0.0
SNRPD2	PSMC2	0.0
SNRPD3	PSMC2	0.0
SNRPE	PSMC2	0.0
SPTAN1	PSMC2	0.0
SPTBN1	PSMC2	0.0
SRRT	PSMC2	0.0
SRSF3	PSMC2	0.0
SRSF4	PSMC2	0.0
SRSF6	PSMC2	0.0
SRSF7	PSMC2	0.0
SSB	PSMC2	0.0
SSBP1	PSMC2	0.0
STAT3	PSMC2	0.0
STOML2	PSMC2	0.0
SYNCRIP	PSMC2	0.0
TCP1	PSMC2	0.0
TECR	PSMC2	0.0
TFRC	PSMC2	0.0
TIMM50	PSMC2	0.0
TLN1	PSMC2	0.0
TNPO1	PSMC2	0.0
TPI1	PSMC2	0.0
TPM3	PSMC2	0.0
TPM4	PSMC2	0.0
TPR	PSMC2	0.0
TRA2A	PSMC2	0.0
TRA2B	PSMC2	0.0
TRAP1	PSMC2	0.0
TRIM28	PSMC2	0.0
TUBA1B	PSMC2	0.0
TUBB	PSMC2	0.0
TUBB2B	PSMC2	0.0
TUBB4B	PSMC2	0.0
TUBB6	PSMC2	0.0
TUFM	PSMC2	0.0
U2AF2	PSMC2	0.0
UBA1	PSMC2	0.0
UBA2	PSMC2	0.0
UBR4	PSMC2	0.0
UGGT1	PSMC2	0.0
URI1	PSMC2	0.0
USO1	PSMC2	0.0
UXT	PSMC2	0.0
VARS	PSMC2	0.0
VCL	PSMC2	0.0
VDAC1	PSMC2	0.0
VDAC2	PSMC2	0.0
VIM	PSMC2	0.0
VPS26A	PSMC2	0.0
VPS35	PSMC2	0.0
WARS	PSMC2	0.0
WDR1	PSMC2	0.0
WDR77	PSMC2	0.0
WDR92	PSMC2	0.0
WRNIP1	PSMC2	0.0
XPNPEP1	PSMC2	0.0
XRCC5	PSMC2	0.0
XRCC6	PSMC2	0.0
YBX1	PSMC2	0.0
ZNF326	PSMC2	0.0
PSMC3	PSMC3	0.0
PSMC4	PSMC3	0.0
PSMC5	PSMC3	0.0
PSMC6	PSMC3	0.0
PSMD1	PSMC3	0.0
PSMD11	PSMC3	0.0
PSMD12	PSMC3	0.0
PSMD13	PSMC3	0.0
PSMD14	PSMC3	0.0
PSMD2	PSMC3	0.0
PSMD3	PSMC3	0.0
PSMD4	PSMC3	0.0
PSMD6	PSMC3	0.0
PSMD7	PSMC3	0.0
PSMD8	PSMC3	0.0
PTBP1	PSMC3	0.0
PTCD3	PSMC3	0.0
QARS	PSMC3	0.0
RACK1	PSMC3	0.0
RAD50	PSMC3	0.0
RALY	PSMC3	0.0
RAN	PSMC3	0.0
RANBP1	PSMC3	0.0
RANBP2	PSMC3	0.0
RANBP9	PSMC3	0.0
RANGAP1	PSMC3	0.0
RARS	PSMC3	0.0
RBM25	PSMC3	0.0
RBM39	PSMC3	0.0
RBMX	PSMC3	0.0
RNPS1	PSMC3	0.0
RPAP3	PSMC3	0.0
RPL11	PSMC3	0.0
RPL19	PSMC3	0.0
RPL22	PSMC3	0.0
RPL23	PSMC3	0.0
RPL27A	PSMC3	0.0
RPL3	PSMC3	0.0
RPLP0	PSMC3	0.0
RPN1	PSMC3	0.0
RPN2	PSMC3	0.0
RPS10	PSMC3	0.0
RPS11	PSMC3	0.0
RPS14	PSMC3	0.0
RPS15A	PSMC3	0.0
RPS16	PSMC3	0.0
RPS18	PSMC3	0.0
RPS19	PSMC3	0.0
RPS2	PSMC3	0.0
RPS20	PSMC3	0.0
RPS24	PSMC3	0.0
RPS25	PSMC3	0.0
RPS26	PSMC3	0.0
RPS27	PSMC3	0.0
RPS3	PSMC3	0.0
RPS3A	PSMC3	0.0
RPS4X	PSMC3	0.0
RPS5	PSMC3	0.0
RPS7	PSMC3	0.0
RPS9	PSMC3	0.0
RUVBL1	PSMC3	0.0
RUVBL2	PSMC3	0.0
SAFB	PSMC3	0.0
SDHA	PSMC3	0.0
SEC61A1	PSMC3	0.0
SET	PSMC3	0.0
SF3A1	PSMC3	0.0
SF3A3	PSMC3	0.0
SF3B1	PSMC3	0.0
SF3B2	PSMC3	0.0
SF3B3	PSMC3	0.0
SF3B6	PSMC3	0.0
SFPQ	PSMC3	0.0
SHMT2	PSMC3	0.0
SLC16A1	PSMC3	0.0
SLC1A5	PSMC3	0.0
SLC25A1	PSMC3	0.0
SLC25A3	PSMC3	0.0
SLC25A5	PSMC3	0.0
SLC25A6	PSMC3	0.0
SLC3A2	PSMC3	0.0
SLMAP	PSMC3	0.0
SMARCA4	PSMC3	0.0
SMARCC2	PSMC3	0.0
SMARCE1	PSMC3	0.0
SMC1A	PSMC3	0.0
SMC2	PSMC3	0.0
SMC4	PSMC3	0.0
