protA	protB	qvalues
RPS5	ARCN1	0.0
RPS7	ARCN1	0.0
RPS9	ARCN1	0.0
RUVBL1	ARCN1	0.0
RUVBL2	ARCN1	0.0
SAFB	ARCN1	0.0
SDHA	ARCN1	0.0
SEC61A1	ARCN1	0.0
SET	ARCN1	0.0
SF3A1	ARCN1	0.0
SF3A3	ARCN1	0.0
SF3B1	ARCN1	0.0
SF3B2	ARCN1	0.0
SF3B3	ARCN1	0.0
SF3B6	ARCN1	0.0
SFPQ	ARCN1	0.0
SHMT2	ARCN1	0.0
SLC16A1	ARCN1	0.0
SLC1A5	ARCN1	0.0
SLC25A1	ARCN1	0.0
SLC25A3	ARCN1	0.0
SLC25A5	ARCN1	0.0
SLC25A6	ARCN1	0.0
SLC3A2	ARCN1	0.0
SLMAP	ARCN1	0.0
SMARCA4	ARCN1	0.0
SMARCC2	ARCN1	0.0
SMARCE1	ARCN1	0.0
SMC1A	ARCN1	0.0
SMC2	ARCN1	0.0
SMC4	ARCN1	0.0
SMCHD1	ARCN1	0.0
SNAP23	ARCN1	0.0
SNRNP200	ARCN1	0.0
SNRNP40	ARCN1	0.0
SNRNP70	ARCN1	0.0
SNRPA	ARCN1	0.0
SNRPA1	ARCN1	0.0
SNRPD1	ARCN1	0.0
SNRPD2	ARCN1	0.0
SNRPD3	ARCN1	0.0
SNRPE	ARCN1	0.0
SPTAN1	ARCN1	0.0
SPTBN1	ARCN1	0.0
SRRT	ARCN1	0.0
SRSF3	ARCN1	0.0
SRSF4	ARCN1	0.0
SRSF6	ARCN1	0.0
SRSF7	ARCN1	0.0
SSB	ARCN1	0.0
SSBP1	ARCN1	0.0
STAT3	ARCN1	0.0
STOML2	ARCN1	0.0
SYNCRIP	ARCN1	0.0
TCP1	ARCN1	0.0
TECR	ARCN1	0.0
TFRC	ARCN1	0.0
TIMM50	ARCN1	0.0
TLN1	ARCN1	0.0
TNPO1	ARCN1	0.0
TPI1	ARCN1	0.0
TPM3	ARCN1	0.0
TPM4	ARCN1	0.0
TPR	ARCN1	0.0
TRA2A	ARCN1	0.0
TRA2B	ARCN1	0.0
TRAP1	ARCN1	0.0
TRIM28	ARCN1	0.0
TUBA1B	ARCN1	0.0
TUBB	ARCN1	0.0
TUBB2B	ARCN1	0.0
TUBB4B	ARCN1	0.0
TUBB6	ARCN1	0.0
TUFM	ARCN1	0.0
U2AF2	ARCN1	0.0
UBA1	ARCN1	0.0
UBA2	ARCN1	0.0
UBR4	ARCN1	0.0
UGGT1	ARCN1	0.0
URI1	ARCN1	0.0
USO1	ARCN1	0.0
UXT	ARCN1	0.0
VARS	ARCN1	0.0
VCL	ARCN1	0.0
VDAC1	ARCN1	0.0
VDAC2	ARCN1	0.0
VIM	ARCN1	0.0
VPS26A	ARCN1	0.0
VPS35	ARCN1	0.0
WARS	ARCN1	0.0
WDR1	ARCN1	0.0
WDR77	ARCN1	0.0
WDR92	ARCN1	0.0
WRNIP1	ARCN1	0.0
XPNPEP1	ARCN1	0.0
XRCC5	ARCN1	0.0
XRCC6	ARCN1	0.0
YBX1	ARCN1	0.0
ZNF326	ARCN1	0.0
ASDURF	ASDURF	0.0
ATIC	ASDURF	0.0
ATP1A1	ASDURF	0.0
ATP1B3	ASDURF	0.0
ATP2A2	ASDURF	0.0
ATP5F1A	ASDURF	0.0
ATP5F1B	ASDURF	0.0
ATP5F1C	ASDURF	0.0
ATP5MF	ASDURF	0.0
ATP5MG	ASDURF	0.0
ATP5PB	ASDURF	0.0
ATP5PD	ASDURF	0.0
ATP5PO	ASDURF	0.0
ATXN2L	ASDURF	0.0
BAG6	ASDURF	0.0
BASP1	ASDURF	0.0
BCAP31	ASDURF	0.0
BSG	ASDURF	0.0
CAD	ASDURF	0.0
CAND1	ASDURF	0.0
CANX	ASDURF	0.0
CAP1	ASDURF	0.0
CAPRIN1	ASDURF	0.0
CCAR1	ASDURF	0.0
CCAR2	ASDURF	0.0
CCT2	ASDURF	0.0
CCT8	ASDURF	0.0
CDK1	ASDURF	0.0
CHD4	ASDURF	0.0
CHERP	ASDURF	0.0
CKAP4	ASDURF	0.0
CLTA	ASDURF	0.0
CLTB	ASDURF	0.0
CLTC	ASDURF	0.0
CNDP2	ASDURF	0.0
CNOT1	ASDURF	0.0
COG1	ASDURF	0.0
COPA	ASDURF	0.0
COPB1	ASDURF	0.0
COPB2	ASDURF	0.0
COPG1	ASDURF	0.0
COPS4	ASDURF	0.0
CORO1C	ASDURF	0.0
CPOX	ASDURF	0.0
CPSF6	ASDURF	0.0
CS	ASDURF	0.0
CSE1L	ASDURF	0.0
CYFIP1	ASDURF	0.0
DAP3	ASDURF	0.0
DARS	ASDURF	0.0
DBT	ASDURF	0.0
DCTN1	ASDURF	0.0
DCTN2	ASDURF	0.0
DDOST	ASDURF	0.0
DDX17	ASDURF	0.0
DDX21	ASDURF	0.0
DDX39B	ASDURF	0.0
DDX46	ASDURF	0.0
DDX5	ASDURF	0.0
DDX6	ASDURF	0.0
DHX15	ASDURF	0.0
DHX9	ASDURF	0.0
DIAPH1	ASDURF	0.0
DLD	ASDURF	0.0
DLST	ASDURF	0.0
DNAJB11	ASDURF	0.0
DPCD	ASDURF	0.0
DPM1	ASDURF	0.0
DPYSL2	ASDURF	0.0
DSG1	ASDURF	0.0
DYNC1H1	ASDURF	0.0
DYNC1I2	ASDURF	0.0
DYNC1LI1	ASDURF	0.0
DYNC1LI2	ASDURF	0.0
ECH1	ASDURF	0.0
ECHS1	ASDURF	0.0
ECI1	ASDURF	0.0
EEA1	ASDURF	0.0
EEF1D	ASDURF	0.0
EEF1E1	ASDURF	0.0
EEF1G	ASDURF	0.0
EEF2	ASDURF	0.0
EFTUD2	ASDURF	0.0
EIF3B	ASDURF	0.0
EIF3D	ASDURF	0.0
EIF3I	ASDURF	0.0
EIF3L	ASDURF	0.0
EIF4A1	ASDURF	0.0
EIF4A3	ASDURF	0.0
EIF4G1	ASDURF	0.0
EIF5A	ASDURF	0.0
ELAVL1	ASDURF	0.0
ENO1	ASDURF	0.0
ENO2	ASDURF	0.0
EPPK1	ASDURF	0.0
EPRS	ASDURF	0.0
FBL	ASDURF	0.0
FDPS	ASDURF	0.0
FH	ASDURF	0.0
FKBP10	ASDURF	0.0
FKBP4	ASDURF	0.0
FLNA	ASDURF	0.0
FLNB	ASDURF	0.0
FUBP1	ASDURF	0.0
GADD45GIP1	ASDURF	0.0
GANAB	ASDURF	0.0
GAPDH	ASDURF	0.0
GCN1	ASDURF	0.0
GDI2	ASDURF	0.0
GEMIN4	ASDURF	0.0
GOLIM4	ASDURF	0.0
GPS1	ASDURF	0.0
GRPEL1	ASDURF	0.0
GSTO1	ASDURF	0.0
H4C1	ASDURF	0.0
HACD3	ASDURF	0.0
HADHA	ASDURF	0.0
HADHB	ASDURF	0.0
HAGH	ASDURF	0.0
HAT1	ASDURF	0.0
HDAC2	ASDURF	0.0
HDAC6	ASDURF	0.0
HM13	ASDURF	0.0
HNRNPA0	ASDURF	0.0
HNRNPA1	ASDURF	0.0
HNRNPA2B1	ASDURF	0.0
HNRNPA3	ASDURF	0.0
HNRNPAB	ASDURF	0.0
HNRNPC	ASDURF	0.0
HNRNPD	ASDURF	0.0
HNRNPDL	ASDURF	0.0
HNRNPF	ASDURF	0.0
HNRNPH1	ASDURF	0.0
HNRNPH3	ASDURF	0.0
HNRNPK	ASDURF	0.0
HNRNPL	ASDURF	0.0
HNRNPM	ASDURF	0.0
HNRNPR	ASDURF	0.0
HNRNPU	ASDURF	0.0
HNRNPUL2	ASDURF	0.0
HPRT1	ASDURF	0.0
HSD17B12	ASDURF	0.0
HSP90AA1	ASDURF	0.0
HSP90AB1	ASDURF	0.0
HSPA4L	ASDURF	0.0
HSPA5	ASDURF	0.0
HSPA6	ASDURF	0.0
HSPA8	ASDURF	0.0
HSPA9	ASDURF	0.0
HSPD1	ASDURF	0.0
HSPE1	ASDURF	0.0
HSPH1	ASDURF	0.0
HUWE1	ASDURF	0.0
HYOU1	ASDURF	0.0
IARS	ASDURF	0.0
ILF2	ASDURF	0.0
ILF3	ASDURF	0.0
IMMT	ASDURF	0.0
IMPDH1	ASDURF	0.0
IMPDH2	ASDURF	0.0
IPO5	ASDURF	0.0
IQGAP1	ASDURF	0.0
IRS4	ASDURF	0.0
ISYNA1	ASDURF	0.0
ITGB1	ASDURF	0.0
ITPR3	ASDURF	0.0
KARS1	ASDURF	0.0
KCTD12	ASDURF	0.0
KHSRP	ASDURF	0.0
KIF5B	ASDURF	0.0
KPNB1	ASDURF	0.0
KRT1	ASDURF	0.0
KRT2	ASDURF	0.0
KRT6C	ASDURF	0.0
KRT8	ASDURF	0.0
KRT9	ASDURF	0.0
KTN1	ASDURF	0.0
LAMP2	ASDURF	0.0
LANCL1	ASDURF	0.0
LARS	ASDURF	0.0
LBR	ASDURF	0.0
LDHA	ASDURF	0.0
LDHB	ASDURF	0.0
LGALS3BP	ASDURF	0.0
LONP1	ASDURF	0.0
LRPPRC	ASDURF	0.0
LSM12	ASDURF	0.0
LUC7L2	ASDURF	0.0
MACF1	ASDURF	0.0
MAP1B	ASDURF	0.0
MARCKSL1	ASDURF	0.0
MARS	ASDURF	0.0
MAT2A	ASDURF	0.0
MATR3	ASDURF	0.0
MCM4	ASDURF	0.0
MCM5	ASDURF	0.0
MCM6	ASDURF	0.0
MCM7	ASDURF	0.0
MDH1	ASDURF	0.0
MDH2	ASDURF	0.0
ME2	ASDURF	0.0
MLEC	ASDURF	0.0
MRE11	ASDURF	0.0
MRPL1	ASDURF	0.0
MRPL11	ASDURF	0.0
MRPL12	ASDURF	0.0
MRPL13	ASDURF	0.0
MRPL15	ASDURF	0.0
MRPL17	ASDURF	0.0
MRPL19	ASDURF	0.0
MRPL2	ASDURF	0.0
MRPL20	ASDURF	0.0
MRPL21	ASDURF	0.0
MRPL22	ASDURF	0.0
MRPL23	ASDURF	0.0
MRPL24	ASDURF	0.0
MRPL28	ASDURF	0.0
MRPL3	ASDURF	0.0
MRPL34	ASDURF	0.0
MRPL37	ASDURF	0.0
MRPL38	ASDURF	0.0
MRPL39	ASDURF	0.0
MRPL4	ASDURF	0.0
MRPL40	ASDURF	0.0
MRPL41	ASDURF	0.0
MRPL43	ASDURF	0.0
MRPL44	ASDURF	0.0
MRPL45	ASDURF	0.0
MRPL46	ASDURF	0.0
MRPL47	ASDURF	0.0
MRPL48	ASDURF	0.0
MRPL49	ASDURF	0.0
MRPL50	ASDURF	0.0
MRPL55	ASDURF	0.0
MRPL58	ASDURF	0.0
MRPL9	ASDURF	0.0
MRPS10	ASDURF	0.0
MRPS14	ASDURF	0.0
MRPS16	ASDURF	0.0
MRPS17	ASDURF	0.0
MRPS2	ASDURF	0.0
MRPS22	ASDURF	0.0
MRPS23	ASDURF	0.0
MRPS27	ASDURF	0.0
MRPS30	ASDURF	0.0
MRPS31	ASDURF	0.0
MRPS34	ASDURF	0.0
MRPS35	ASDURF	0.0
MRPS7	ASDURF	0.0
MTA2	ASDURF	0.0
MTHFD1	ASDURF	0.0
MYH10	ASDURF	0.0
MYH9	ASDURF	0.0
MYL6	ASDURF	0.0
NAP1L1	ASDURF	0.0
NCKAP1	ASDURF	0.0
NCL	ASDURF	0.0
NME1	ASDURF	0.0
NPEPPS	ASDURF	0.0
NPM1	ASDURF	0.0
NSF	ASDURF	0.0
NSUN2	ASDURF	0.0
NUDC	ASDURF	0.0
NUDT21	ASDURF	0.0
NUFIP2	ASDURF	0.0
NUMA1	ASDURF	0.0
NUP107	ASDURF	0.0
NUP133	ASDURF	0.0
NUP210	ASDURF	0.0
NUP85	ASDURF	0.0
NUP93	ASDURF	0.0
NUP98	ASDURF	0.0
OAT	ASDURF	0.0
OGDH	ASDURF	0.0
P3H1	ASDURF	0.0
P4HA1	ASDURF	0.0
P4HB	ASDURF	0.0
PABPC1	ASDURF	0.0
PABPC4	ASDURF	0.0
PABPN1	ASDURF	0.0
PAICS	ASDURF	0.0
PARP1	ASDURF	0.0
PC	ASDURF	0.0
PCMT1	ASDURF	0.0
PDHA1	ASDURF	0.0
PDHB	ASDURF	0.0
PDIA3	ASDURF	0.0
PDIA6	ASDURF	0.0
PDRG1	ASDURF	0.0
PFDN2	ASDURF	0.0
PFDN4	ASDURF	0.0
PFDN5	ASDURF	0.0
PFDN6	ASDURF	0.0
PFKP	ASDURF	0.0
PGD	ASDURF	0.0
PGK1	ASDURF	0.0
PHB	ASDURF	0.0
PHB2	ASDURF	0.0
PHGDH	ASDURF	0.0
PIH1D1	ASDURF	0.0
PIP	ASDURF	0.0
PKM	ASDURF	0.0
PLS3	ASDURF	0.0
PNN	ASDURF	0.0
PNP	ASDURF	0.0
PODXL	ASDURF	0.0
POLR1A	ASDURF	0.0
POLR1C	ASDURF	0.0
POLR2A	ASDURF	0.0
POLR2B	ASDURF	0.0
POLR2C	ASDURF	0.0
POLR2E	ASDURF	0.0
POLR2H	ASDURF	0.0
POLR3A	ASDURF	0.0
POLR3B	ASDURF	0.0
POLR3D	ASDURF	0.0
PPIB	ASDURF	0.0
PPP1CA	ASDURF	0.0
PPP1CC	ASDURF	0.0
PPP1R7	ASDURF	0.0
PPP2R1A	ASDURF	0.0
PPP2R2A	ASDURF	0.0
PRDX1	ASDURF	0.0
PRDX2	ASDURF	0.0
PRDX3	ASDURF	0.0
PRDX4	ASDURF	0.0
PRDX6	ASDURF	0.0
PRKCSH	ASDURF	0.0
PRKDC	ASDURF	0.0
PRMT1	ASDURF	0.0
PRMT5	ASDURF	0.0
PRPF19	ASDURF	0.0
PRPF40A	ASDURF	0.0
PRPF8	ASDURF	0.0
PSAT1	ASDURF	0.0
PSMA1	ASDURF	0.0
PSMA2	ASDURF	0.0
PSMA4	ASDURF	0.0
PSMA6	ASDURF	0.0
PSMA7	ASDURF	0.0
PSMB1	ASDURF	0.0
PSMB2	ASDURF	0.0
PSMB5	ASDURF	0.0
PSMB6	ASDURF	0.0
PSMC1	ASDURF	0.0
PSMC2	ASDURF	0.0
PSMC3	ASDURF	0.0
PSMC4	ASDURF	0.0
PSMC5	ASDURF	0.0
PSMC6	ASDURF	0.0
PSMD1	ASDURF	0.0
PSMD11	ASDURF	0.0
PSMD12	ASDURF	0.0
PSMD13	ASDURF	0.0
PSMD14	ASDURF	0.0
PSMD2	ASDURF	0.0
PSMD3	ASDURF	0.0
PSMD4	ASDURF	0.0
PSMD6	ASDURF	0.0
PSMD7	ASDURF	0.0
PSMD8	ASDURF	0.0
PTBP1	ASDURF	0.0
PTCD3	ASDURF	0.0
QARS	ASDURF	0.0
RACK1	ASDURF	0.0
RAD50	ASDURF	0.0
RALY	ASDURF	0.0
RAN	ASDURF	0.0
RANBP1	ASDURF	0.0
RANBP2	ASDURF	0.0
RANBP9	ASDURF	0.0
RANGAP1	ASDURF	0.0
RARS	ASDURF	0.0
RBM25	ASDURF	0.0
RBM39	ASDURF	0.0
RBMX	ASDURF	0.0
RNPS1	ASDURF	0.0
RPAP3	ASDURF	0.0
RPL11	ASDURF	0.0
RPL19	ASDURF	0.0
RPL22	ASDURF	0.0
RPL23	ASDURF	0.0
RPL27A	ASDURF	0.0
RPL3	ASDURF	0.0
RPLP0	ASDURF	0.0
RPN1	ASDURF	0.0
RPN2	ASDURF	0.0
RPS10	ASDURF	0.0
RPS11	ASDURF	0.0
RPS14	ASDURF	0.0
RPS15A	ASDURF	0.0
RPS16	ASDURF	0.0
RPS18	ASDURF	0.0
RPS19	ASDURF	0.0
RPS2	ASDURF	0.0
RPS20	ASDURF	0.0
RPS24	ASDURF	0.0
RPS25	ASDURF	0.0
RPS26	ASDURF	0.0
RPS27	ASDURF	0.0
RPS3	ASDURF	0.0
RPS3A	ASDURF	0.0
RPS4X	ASDURF	0.0
RPS5	ASDURF	0.0
RPS7	ASDURF	0.0
RPS9	ASDURF	0.0
RUVBL1	ASDURF	0.0
RUVBL2	ASDURF	0.0
SAFB	ASDURF	0.0
SDHA	ASDURF	0.0
SEC61A1	ASDURF	0.0
SET	ASDURF	0.0
SF3A1	ASDURF	0.0
SF3A3	ASDURF	0.0
SF3B1	ASDURF	0.0
SF3B2	ASDURF	0.0
SF3B3	ASDURF	0.0
SF3B6	ASDURF	0.0
SFPQ	ASDURF	0.0
SHMT2	ASDURF	0.0
SLC16A1	ASDURF	0.0
SLC1A5	ASDURF	0.0
SLC25A1	ASDURF	0.0
SLC25A3	ASDURF	0.0
SLC25A5	ASDURF	0.0
SLC25A6	ASDURF	0.0
SLC3A2	ASDURF	0.0
SLMAP	ASDURF	0.0
SMARCA4	ASDURF	0.0
SMARCC2	ASDURF	0.0
SMARCE1	ASDURF	0.0
SMC1A	ASDURF	0.0
SMC2	ASDURF	0.0
SMC4	ASDURF	0.0
SMCHD1	ASDURF	0.0
SNAP23	ASDURF	0.0
SNRNP200	ASDURF	0.0
SNRNP40	ASDURF	0.0
SNRNP70	ASDURF	0.0
SNRPA	ASDURF	0.0
SNRPA1	ASDURF	0.0
SNRPD1	ASDURF	0.0
SNRPD2	ASDURF	0.0
SNRPD3	ASDURF	0.0
SNRPE	ASDURF	0.0
SPTAN1	ASDURF	0.0
SPTBN1	ASDURF	0.0
SRRT	ASDURF	0.0
SRSF3	ASDURF	0.0
SRSF4	ASDURF	0.0
SRSF6	ASDURF	0.0
SRSF7	ASDURF	0.0
SSB	ASDURF	0.0
SSBP1	ASDURF	0.0
STAT3	ASDURF	0.0
STOML2	ASDURF	0.0
SYNCRIP	ASDURF	0.0
TCP1	ASDURF	0.0
TECR	ASDURF	0.0
TFRC	ASDURF	0.0
TIMM50	ASDURF	0.0
TLN1	ASDURF	0.0
TNPO1	ASDURF	0.0
TPI1	ASDURF	0.0
TPM3	ASDURF	0.0
TPM4	ASDURF	0.0
TPR	ASDURF	0.0
TRA2A	ASDURF	0.0
TRA2B	ASDURF	0.0
TRAP1	ASDURF	0.0
TRIM28	ASDURF	0.0
TUBA1B	ASDURF	0.0
TUBB	ASDURF	0.0
TUBB2B	ASDURF	0.0
TUBB4B	ASDURF	0.0
TUBB6	ASDURF	0.0
TUFM	ASDURF	0.0
U2AF2	ASDURF	0.0
UBA1	ASDURF	0.0
UBA2	ASDURF	0.0
UBR4	ASDURF	0.0
UGGT1	ASDURF	0.0
URI1	ASDURF	0.0
USO1	ASDURF	0.0
UXT	ASDURF	0.0
VARS	ASDURF	0.0
VCL	ASDURF	0.0
VDAC1	ASDURF	0.0
VDAC2	ASDURF	0.0
VIM	ASDURF	0.0
VPS26A	ASDURF	0.0
VPS35	ASDURF	0.0
WARS	ASDURF	0.0
WDR1	ASDURF	0.0
WDR77	ASDURF	0.0
WDR92	ASDURF	0.0
WRNIP1	ASDURF	0.0
XPNPEP1	ASDURF	0.0
XRCC5	ASDURF	0.0
XRCC6	ASDURF	0.0
YBX1	ASDURF	0.0
ZNF326	ASDURF	0.0
ATIC	ATIC	0.0
ATP1A1	ATIC	0.0
ATP1B3	ATIC	0.0
ATP2A2	ATIC	0.0
ATP5F1A	ATIC	0.0
ATP5F1B	ATIC	0.0
ATP5F1C	ATIC	0.0
ATP5MF	ATIC	0.0
ATP5MG	ATIC	0.0
ATP5PB	ATIC	0.0
ATP5PD	ATIC	0.0
ATP5PO	ATIC	0.0
ATXN2L	ATIC	0.0
BAG6	ATIC	0.0
BASP1	ATIC	0.0
BCAP31	ATIC	0.0
BSG	ATIC	0.0
CAD	ATIC	0.0
CAND1	ATIC	0.0
CANX	ATIC	0.0
CAP1	ATIC	0.0
CAPRIN1	ATIC	0.0
CCAR1	ATIC	0.0
CCAR2	ATIC	0.0
CCT2	ATIC	0.0
CCT8	ATIC	0.0
CDK1	ATIC	0.0
CHD4	ATIC	0.0
CHERP	ATIC	0.0
CKAP4	ATIC	0.0
CLTA	ATIC	0.0
CLTB	ATIC	0.0
CLTC	ATIC	0.0
CNDP2	ATIC	0.0
CNOT1	ATIC	0.0
COG1	ATIC	0.0
COPA	ATIC	0.0
COPB1	ATIC	0.0
COPB2	ATIC	0.0
COPG1	ATIC	0.0
COPS4	ATIC	0.0
CORO1C	ATIC	0.0
CPOX	ATIC	0.0
CPSF6	ATIC	0.0
CS	ATIC	0.0
CSE1L	ATIC	0.0
CYFIP1	ATIC	0.0
DAP3	ATIC	0.0
DARS	ATIC	0.0
DBT	ATIC	0.0
DCTN1	ATIC	0.0
DCTN2	ATIC	0.0
DDOST	ATIC	0.0
DDX17	ATIC	0.0
DDX21	ATIC	0.0
DDX39B	ATIC	0.0
DDX46	ATIC	0.0
DDX5	ATIC	0.0
DDX6	ATIC	0.0
DHX15	ATIC	0.0
DHX9	ATIC	0.0
DIAPH1	ATIC	0.0
DLD	ATIC	0.0
DLST	ATIC	0.0
DNAJB11	ATIC	0.0
DPCD	ATIC	0.0
DPM1	ATIC	0.0
DPYSL2	ATIC	0.0
DSG1	ATIC	0.0
DYNC1H1	ATIC	0.0
DYNC1I2	ATIC	0.0
DYNC1LI1	ATIC	0.0
DYNC1LI2	ATIC	0.0
ECH1	ATIC	0.0
ECHS1	ATIC	0.0
ECI1	ATIC	0.0
EEA1	ATIC	0.0
EEF1D	ATIC	0.0
EEF1E1	ATIC	0.0
EEF1G	ATIC	0.0
EEF2	ATIC	0.0
EFTUD2	ATIC	0.0
EIF3B	ATIC	0.0
EIF3D	ATIC	0.0
EIF3I	ATIC	0.0
EIF3L	ATIC	0.0
EIF4A1	ATIC	0.0
EIF4A3	ATIC	0.0
EIF4G1	ATIC	0.0
EIF5A	ATIC	0.0
ELAVL1	ATIC	0.0
ENO1	ATIC	0.0
ENO2	ATIC	0.0
EPPK1	ATIC	0.0
EPRS	ATIC	0.0
FBL	ATIC	0.0
FDPS	ATIC	0.0
FH	ATIC	0.0
FKBP10	ATIC	0.0
FKBP4	ATIC	0.0
FLNA	ATIC	0.0
FLNB	ATIC	0.0
FUBP1	ATIC	0.0
GADD45GIP1	ATIC	0.0
GANAB	ATIC	0.0
GAPDH	ATIC	0.0
GCN1	ATIC	0.0
GDI2	ATIC	0.0
GEMIN4	ATIC	0.0
GOLIM4	ATIC	0.0
GPS1	ATIC	0.0
GRPEL1	ATIC	0.0
GSTO1	ATIC	0.0
H4C1	ATIC	0.0
HACD3	ATIC	0.0
HADHA	ATIC	0.0
HADHB	ATIC	0.0
HAGH	ATIC	0.0
HAT1	ATIC	0.0
HDAC2	ATIC	0.0
HDAC6	ATIC	0.0
HM13	ATIC	0.0
HNRNPA0	ATIC	0.0
HNRNPA1	ATIC	0.0
HNRNPA2B1	ATIC	0.0
HNRNPA3	ATIC	0.0
HNRNPAB	ATIC	0.0
HNRNPC	ATIC	0.0
HNRNPD	ATIC	0.0
HNRNPDL	ATIC	0.0
HNRNPF	ATIC	0.0
HNRNPH1	ATIC	0.0
HNRNPH3	ATIC	0.0
HNRNPK	ATIC	0.0
HNRNPL	ATIC	0.0
HNRNPM	ATIC	0.0
HNRNPR	ATIC	0.0
HNRNPU	ATIC	0.0
HNRNPUL2	ATIC	0.0
HPRT1	ATIC	0.0
HSD17B12	ATIC	0.0
HSP90AA1	ATIC	0.0
HSP90AB1	ATIC	0.0
HSPA4L	ATIC	0.0
HSPA5	ATIC	0.0
HSPA6	ATIC	0.0
HSPA8	ATIC	0.0
HSPA9	ATIC	0.0
HSPD1	ATIC	0.0
HSPE1	ATIC	0.0
HSPH1	ATIC	0.0
HUWE1	ATIC	0.0
HYOU1	ATIC	0.0
IARS	ATIC	0.0
ILF2	ATIC	0.0
ILF3	ATIC	0.0
IMMT	ATIC	0.0
IMPDH1	ATIC	0.0
IMPDH2	ATIC	0.0
IPO5	ATIC	0.0
IQGAP1	ATIC	0.0
IRS4	ATIC	0.0
ISYNA1	ATIC	0.0
ITGB1	ATIC	0.0
ITPR3	ATIC	0.0
KARS1	ATIC	0.0
KCTD12	ATIC	0.0
KHSRP	ATIC	0.0
KIF5B	ATIC	0.0
KPNB1	ATIC	0.0
KRT1	ATIC	0.0
KRT2	ATIC	0.0
KRT6C	ATIC	0.0
KRT8	ATIC	0.0
KRT9	ATIC	0.0
KTN1	ATIC	0.0
LAMP2	ATIC	0.0
LANCL1	ATIC	0.0
LARS	ATIC	0.0
LBR	ATIC	0.0
LDHA	ATIC	0.0
LDHB	ATIC	0.0
LGALS3BP	ATIC	0.0
LONP1	ATIC	0.0
LRPPRC	ATIC	0.0
LSM12	ATIC	0.0
LUC7L2	ATIC	0.0
MACF1	ATIC	0.0
MAP1B	ATIC	0.0
MARCKSL1	ATIC	0.0
MARS	ATIC	0.0
MAT2A	ATIC	0.0
MATR3	ATIC	0.0
MCM4	ATIC	0.0
MCM5	ATIC	0.0
MCM6	ATIC	0.0
MCM7	ATIC	0.0
MDH1	ATIC	0.0
MDH2	ATIC	0.0
ME2	ATIC	0.0
MLEC	ATIC	0.0
MRE11	ATIC	0.0
MRPL1	ATIC	0.0
MRPL11	ATIC	0.0
MRPL12	ATIC	0.0
MRPL13	ATIC	0.0
MRPL15	ATIC	0.0
MRPL17	ATIC	0.0
MRPL19	ATIC	0.0
MRPL2	ATIC	0.0
MRPL20	ATIC	0.0
MRPL21	ATIC	0.0
MRPL22	ATIC	0.0
MRPL23	ATIC	0.0
MRPL24	ATIC	0.0
MRPL28	ATIC	0.0
MRPL3	ATIC	0.0
MRPL34	ATIC	0.0
MRPL37	ATIC	0.0
MRPL38	ATIC	0.0
MRPL39	ATIC	0.0
MRPL4	ATIC	0.0
MRPL40	ATIC	0.0
MRPL41	ATIC	0.0
MRPL43	ATIC	0.0
MRPL44	ATIC	0.0
MRPL45	ATIC	0.0
MRPL46	ATIC	0.0
MRPL47	ATIC	0.0
MRPL48	ATIC	0.0
MRPL49	ATIC	0.0
MRPL50	ATIC	0.0
MRPL55	ATIC	0.0
MRPL58	ATIC	0.0
MRPL9	ATIC	0.0
MRPS10	ATIC	0.0
MRPS14	ATIC	0.0
MRPS16	ATIC	0.0
MRPS17	ATIC	0.0
MRPS2	ATIC	0.0
MRPS22	ATIC	0.0
MRPS23	ATIC	0.0
MRPS27	ATIC	0.0
MRPS30	ATIC	0.0
MRPS31	ATIC	0.0
MRPS34	ATIC	0.0
MRPS35	ATIC	0.0
MRPS7	ATIC	0.0
MTA2	ATIC	0.0
MTHFD1	ATIC	0.0
MYH10	ATIC	0.0
MYH9	ATIC	0.0
MYL6	ATIC	0.0
NAP1L1	ATIC	0.0
NCKAP1	ATIC	0.0
NCL	ATIC	0.0
NME1	ATIC	0.0
NPEPPS	ATIC	0.0
NPM1	ATIC	0.0
NSF	ATIC	0.0
NSUN2	ATIC	0.0
NUDC	ATIC	0.0
NUDT21	ATIC	0.0
NUFIP2	ATIC	0.0
NUMA1	ATIC	0.0
NUP107	ATIC	0.0
NUP133	ATIC	0.0
NUP210	ATIC	0.0
NUP85	ATIC	0.0
NUP93	ATIC	0.0
NUP98	ATIC	0.0
OAT	ATIC	0.0
OGDH	ATIC	0.0
P3H1	ATIC	0.0
P4HA1	ATIC	0.0
P4HB	ATIC	0.0
PABPC1	ATIC	0.0
PABPC4	ATIC	0.0
PABPN1	ATIC	0.0
PAICS	ATIC	0.0
PARP1	ATIC	0.0
PC	ATIC	0.0
PCMT1	ATIC	0.0
PDHA1	ATIC	0.0
PDHB	ATIC	0.0
PDIA3	ATIC	0.0
PDIA6	ATIC	0.0
PDRG1	ATIC	0.0
PFDN2	ATIC	0.0
PFDN4	ATIC	0.0
PFDN5	ATIC	0.0
PFDN6	ATIC	0.0
PFKP	ATIC	0.0
PGD	ATIC	0.0
PGK1	ATIC	0.0
PHB	ATIC	0.0
PHB2	ATIC	0.0
PHGDH	ATIC	0.0
PIH1D1	ATIC	0.0
PIP	ATIC	0.0
PKM	ATIC	0.0
PLS3	ATIC	0.0
PNN	ATIC	0.0
PNP	ATIC	0.0
